imdb_id,title,genre,imdb_rating,year,content_type
tt0038650,It's a Wonderful Life,Family,8.6,1946,movie
tt0038650,It's a Wonderful Life,Fantasy,8.6,1946,movie
tt0038650,It's a Wonderful Life,Holiday,8.6,1946,movie
tt0038650,It's a Wonderful Life,Romance,8.6,1946,movie
tt0038650,It's a Wonderful Life,Family dynamics,8.6,1946,movie
tt0038650,It's a Wonderful Life,Friendship,8.6,1946,movie
tt0038650,It's a Wonderful Life,Heartfelt,8.6,1946,movie
tt0038650,It's a Wonderful Life,Inspirational,8.6,1946,movie
tt0038650,It's a Wonderful Life,Meaning of life,8.6,1946,movie
tt0038650,It's a Wonderful Life,Nostalgic,8.6,1946,movie
tt0038650,It's a Wonderful Life,Religious themes,8.6,1946,movie
tt0038650,It's a Wonderful Life,Traditional values,8.6,1946,movie
tt0038650,It's a Wonderful Life,Social commentary,8.6,1946,movie
tt0102926,The Silence of the Lambs,Police Procedural,8.6,1991,movie
tt0102926,The Silence of the Lambs,Psychological Drama,8.6,1991,movie
tt0102926,The Silence of the Lambs,Psychological Horror,8.6,1991,movie
tt0102926,The Silence of the Lambs,Psychological Thriller,8.6,1991,movie
tt0102926,The Silence of the Lambs,Serial Killer,8.6,1991,movie
tt0102926,The Silence of the Lambs,Crime,8.6,1991,movie
tt0102926,The Silence of the Lambs,Drama,8.6,1991,movie
tt0102926,The Silence of the Lambs,Horror,8.6,1991,movie
tt0102926,The Silence of the Lambs,Thriller,8.6,1991,movie
tt0102926,The Silence of the Lambs,Atmospheric,8.6,1991,movie
tt0102926,The Silence of the Lambs,Chemistry,8.6,1991,movie
tt0102926,The Silence of the Lambs,Direction,8.6,1991,movie
tt0102926,The Silence of the Lambs,Iconic lines,8.6,1991,movie
tt0102926,The Silence of the Lambs,Iconic performance,8.6,1991,movie
tt0102926,The Silence of the Lambs,Performance,8.6,1991,movie
tt0102926,The Silence of the Lambs,Psychological depth,8.6,1991,movie
tt0102926,The Silence of the Lambs,Suspenseful,8.6,1991,movie
tt0102926,The Silence of the Lambs,Thrilling,8.6,1991,movie
tt0047478,Seven Samurai,Japanese,8.6,1954,movie
tt0047478,Seven Samurai,Action Epic,8.6,1954,movie
tt0047478,Seven Samurai,Epic,8.6,1954,movie
tt0047478,Seven Samurai,Period Drama,8.6,1954,movie
tt0047478,Seven Samurai,Samurai,8.6,1954,movie
tt0047478,Seven Samurai,Action,8.6,1954,movie
tt0047478,Seven Samurai,Drama,8.6,1954,movie
tt0047478,Seven Samurai,Artistic vision,8.6,1954,movie
tt0047478,Seven Samurai,Authentic emotion,8.6,1954,movie
tt0047478,Seven Samurai,Character development,8.6,1954,movie
tt0047478,Seven Samurai,Cinematography,8.6,1954,movie
tt0047478,Seven Samurai,Enduring legacy,8.6,1954,movie
tt0047478,Seven Samurai,Historical accuracy,8.6,1954,movie
tt0047478,Seven Samurai,Musical score,8.6,1954,movie
tt0047478,Seven Samurai,Social commentary,8.6,1954,movie
tt0047478,Seven Samurai,Technical achievement,8.6,1954,movie
tt0120815,Saving Private Ryan,Action Epic,8.6,1998,movie
tt0120815,Saving Private Ryan,Epic,8.6,1998,movie
tt0120815,Saving Private Ryan,Period Drama,8.6,1998,movie
